"sessionToken","Finished","age","gender","country","race","education","SES","ageoverwatch","accounts","totalhours","weeklyhours","class","peaksr","currentsr","team","aids","level","league","congruent","incongruent","RTinterference","mixingCosts","speed","switchCosts","userCode","updatingaccuracy","MD","outlier_maha","educationcode","zCSR","zAGE","zSES","zEDU","zTH","zWH"
"sx1jxR6I1625500833949","TRUE",22,"Male","United States","White","Bachelor's degree",8,18,"No",250,10,"Tank",1498,1472,"Solo queue","VOD reviewing,YouTube video","Casual","No",394.997222222224,444.776190476187,0.126023590682259,290.450819672161,496.099999999999,557.407362146034,138336,0.8,2.54,FALSE,4,-1.89478275296516,-0.258780752691116,1.36336864679239,0.548670758477463,-0.665908035163058,0.0125903276697799
"Td0qJy4u1627696755830","TRUE",23,"Male","USA","Asian/Pacific Islander","Bachelor's degree",7,21,"Yes",500,15,"Tank",3550,3500,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","Yes",446.554861096872,527.018181786393,0.180186865488103,417.037403447911,543.817596555268,182.131666696072,139379,0.56,0.373,FALSE,4,1.11405732631941,-0.0641605171961442,0.689093935607023,0.548670758477463,-0.456621601322819,0.776403539636431
"TouJf0mx1623182910754","TRUE",32,"Male","United Kingdom","White","Master's degree",8,29,"No",1200,7,"Damage",3000,2900,"Team","Training maps (workshop),VOD reviewing,Coaching (individual)","Professional","No",678.448529411765,758.790697674419,0.118420432471588,644.651072124756,820.219298245614,91.7962962962963,137330,0.39,3.339,FALSE,5,0.223867953750007,1.6874216022586,1.36336864679239,1.86259283798928,0.129380413429852,-0.445697599510211
"tRClJT6T1625297639039","TRUE",18,"Male","Italy","White","High school degree or equivalent (A levels)",7,16,"Yes",1000,7.5,"Damage",3999,3750,"Prefer not to say","Prefer not to say","Casual","No",467.154545460548,514.616279075312,0.101597499320003,620.623317637506,548.11806167695,160.113793097693,138229,0.71,1.237,FALSE,3,1.48496956488999,-1.037261694671,0.689093935607023,-0.765251321034357,-0.0380487336423398,-0.369316278313546
"UGW6dTXz1625282399680","TRUE",35,"Male","United States","Asian/Pacific Islander","Master's degree",8,30,"No",900,10,"Prefer not to say",3700,3000,"Solo queue","YouTube video,Other","Casual","No",465.972340427392,564.573333340221,0.211602673288272,387.947976006972,528.834782607141,572.538552859734,138206,0.87,3.446,FALSE,5,0.37223284917824,2.27128230874351,1.36336864679239,1.86259283798928,-0.121763307178436,0.0125903276697799
"upL6gYkv1627774375989","TRUE",18,"Male","United States","White","High school degree or equivalent (A levels)",8,14,"No",300,18,"Support",2561,2458,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video,Other","Casual","No",342.213475190156,412.256097537715,0.204675231764732,133.536658214863,434.95807861553,336.338596494574,139494,1,3.638,FALSE,3,-0.431904884042783,-1.037261694671,1.36336864679239,-0.765251321034357,-0.62405074839501,1.23469146681642
"US6JfNj61627688445489","TRUE",28,"Male","United States of America","Asian/Pacific Islander","Master's degree",7,23,"Yes",1344,5,"Tank",3039,2735,"Solo queue","VOD reviewing,YouTube video","Casual","No",446.473648613369,511.836956482867,0.146399027294217,469.528410463939,513.694396581629,443.711619213253,139350,0.59,0.948,FALSE,5,-0.0209341237065774,0.908940660278712,0.689093935607023,1.86259283798928,0.24992939932183,-0.751222884296871
"UsHEaf0M1625522278318","TRUE",20,"Male","United States","White","Bachelor's degree",6,16,"No",300,10,"Damage",2111,2087,"Solo queue","Training maps (workshop),YouTube video","Casual","No",441.866433565433,512.70851063982,0.160324640418508,314.101048328812,594.085836912301,163.409888948109,138392,0.33,2.922,FALSE,4,-0.982338646081528,-0.648021223681058,0.0148192244216564,0.548670758477463,-0.62405074839501,0.0125903276697799
"V3rA1nLQ1627691555629","TRUE",18,"Male","United States","White","High school degree or equivalent (A levels)",7,12,"No",2000,10,"Tank",3010,2550,"Team","Other","Casual","No",533.871323528097,723.167567568051,0.354572788792975,300.172257954526,707.124170617328,341.387207791132,139361,0.32,6.36,FALSE,3,-0.295409180248809,-1.037261694671,0.689093935607023,-0.765251321034357,0.799097001718618,0.0125903276697799
"VqUJC1tm1625505217065","TRUE",20,"Female","England","White","High school degree or equivalent (A levels)",5,17,"Yes",500,6,"Support",4100,3800,"Team","Other","Casual","No",485.994999999021,590.177777777115,0.214370060964217,393.014302323967,483.650697675139,131.55078947531,138353,0.56,0.825,FALSE,3,1.5591520126041,-0.648021223681058,-0.659455486763711,-0.765251321034357,-0.456621601322819,-0.598460241903541
"vVMHHldk1627753672074","TRUE",18,"Male","Germany","White","High school degree or equivalent (A levels)",6,15,"Yes",1600,10,"Support",3579,3550,"Team","Training maps (workshop),YouTube video","Professional","Yes",479.659420289821,623.165909090905,0.299184135098136,386.658892149782,565.187659574478,541.745114942469,139481,0.45,4.228,FALSE,3,1.18823977403352,-1.037261694671,0.0148192244216564,-0.765251321034357,0.464238707574235,0.0125903276697799
"wLdjZCMg1627698602078","TRUE",18,"Male","United States","White","High school degree or equivalent (A levels)",4,16,"No",800,9,"Damage",2900,2850,"Team","VOD reviewing,YouTube video,Coaching (individual),Coaching (team),Other","Casual","Yes",431.050724637573,483.919999999367,0.122652097166165,231.167412587185,498.351818181473,324.95531468456,139385,0.86,1.355,FALSE,3,0.149685506035891,-1.037261694671,-1.33373019794908,-0.765251321034357,-0.205477880714531,-0.14017231472355
"wncZuM0b1625596583229","TRUE",26,"Male","United States ","White","Bachelor's degree",4,23,"No",900,2,"Prefer not to say",3000,2000,"Team","Training maps (workshop),YouTube video","Casual","No",534.10575539617,657.925641026127,0.231826533189321,569.487499999696,650.866666666447,376.15603741415,138508,0.54,0.805,FALSE,4,-1.11141610510409,0.51970018928877,-1.33373019794908,0.548670758477463,-0.121763307178436,-1.20951081147686
"wngGKZs81625309979283","TRUE",21,"Male","Brazil","Hispanic or Latino","High school degree or equivalent (A levels)",6,17,"Yes",700,6,"Support",2800,2650,"Team","VOD reviewing,YouTube video","Casual","No",513.849606297148,609.339999992507,0.185833349924062,159.593920702843,732.966079295207,118.563076923805,138273,0.74,0.898,FALSE,3,-0.147044284820575,-0.453400988186087,0.0148192244216564,-0.765251321034357,-0.289192454250627,-0.598460241903541
"WxMpXfWt1625315089094","TRUE",19,"Male","India","Asian/Pacific Islander","Bachelor's degree",8,18,"No",42,6,"Damage",2620,2620,"Team","YouTube video","Casual","No",629.223467149928,714.000357145865,0.134732562311978,610.168783067852,632.864495612203,456.201266781524,138279,0.71,1.056,FALSE,4,-0.191553753449045,-0.84264145917603,1.36336864679239,0.548670758477463,-0.840034348118137,-0.598460241903541
"X5HaYsEs1627910363978","TRUE",20,"Female","United Kingdom","Asian/Pacific Islander","Bachelor's degree",6,17,"Yes",1100,10,"Support",4070,3700,"Solo queue","Training maps (workshop),YouTube video","Casual","No",370.819014097603,412.600000001663,0.11267217784324,195.402589277023,414.417410719075,741.262142863599,139535,0.87,6.291,FALSE,4,1.41078711717587,-0.648021223681058,0.0148192244216564,0.548670758477463,0.045665839893756,0.0125903276697799
"XGEL03UF1627717923794","TRUE",31,"Male","United States","White","High school degree or equivalent (A levels)",4,26,"Yes",10000,20,"Damage",3509,2949,"Solo queue","VOD reviewing,YouTube video","Casual","No",443.170212765957,524.444444444444,0.18339281237164,381.40231990232,614.423076923077,213.774603174603,139430,0.89,1.707,FALSE,3,0.296566752509841,1.49280136676363,-1.33373019794908,-0.765251321034357,7.49626288460628,1.54021675160308
"Y92TMq8r1625510939979","TRUE",19,"Female","United States","Hispanic or Latino","High school degree or equivalent (A levels)",4,18,"No",621,13,"Damage",2258,1999,"Solo queue","Training maps (workshop),YouTube video","Casual","No",813.224113474501,896.366666665444,0.102238179873585,391.110174602273,884.279111111694,840.898645317742,138373,0.53,9.061,FALSE,3,-1.11289975405837,-0.84264145917603,-1.33373019794908,-0.765251321034357,-0.355326967344143,0.47087825484977
"yFB8vhPf1627722884003","TRUE",23,"Male","United Kingdom","White","Bachelor's degree",6,18,"Yes",1400,25,"Support",3296,3127,"Team","Prefer not to say","Casual","No",386.315234877394,434.691382968362,0.125224541316165,361.571616630144,408.101580113785,140.49996990797,139438,0.81,1.33,FALSE,4,0.560656266372096,-0.0641605171961442,0.0148192244216564,0.548670758477463,0.296809560502043,2.30402996356973
"yL68iR861627723796999","TRUE",23,"Male","Germany","Other","High school degree or equivalent (A levels)",4,18,"No",400,5,"Tank",2500,2000,"Solo queue","Training maps (workshop)","Casual","No",436.789041096217,498.746511631927,0.141847584775053,586.358942255037,563.982327586233,122.717746551098,139439,1,3.635,FALSE,3,-1.11141610510409,-0.0641605171961442,-1.33373019794908,-0.765251321034357,-0.540336174858915,-0.751222884296871
"YMTO7xA51625498266609","TRUE",21,"Male","United States","White","High school degree or equivalent (A levels)",7,19,"No",1031,10,"Damage",2233,2189,"Prefer not to say","YouTube video","Casual","No",404.889705882353,472.914285714286,0.168007679236227,156.025862068965,450.73275862069,486.866379310345,138327,0.83,1.715,FALSE,3,-0.83100645274473,-0.453400988186087,0.689093935607023,-0.765251321034357,-0.0120972158461501,0.0125903276697799
"YP98WBXD1627692678740","TRUE",29,"Male","The Netherlands","White","Master's degree",7,25,"Yes",600,5,"Support",3100,2500,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",440.536231884058,531.04347826087,0.20544790604336,461.658861135891,538.188596491228,400.835082055421,139364,0.55,0.606,FALSE,5,-0.369591627962925,1.10356089577368,0.689093935607023,1.86259283798928,-0.372907027786723,-0.751222884296871
"ySjMvi0J1625521129025","TRUE",23,"Male","United States","White","Bachelor's degree",7,22,"No",500,15,"Tank",3400,2950,"Solo queue","Other","Casual","No",648.039455790098,655.689130441002,0.0118043347246159,384.942032518426,676.49796747919,209.406666668256,138388,0.91,5.244,FALSE,4,0.298050401464124,-0.0641605171961442,0.689093935607023,0.548670758477463,-0.456621601322819,0.776403539636431
"Z0jZA3OZ1627706402797","TRUE",18,"Other","Brazil","Hispanic or Latino","High school degree or equivalent (A levels)",6,13,"No",542,8,"Prefer not to say",3336,3304,"Solo queue","YouTube video,Other","Casual","No",498.75410958798,563.668292683072,0.130152678137766,244.602703583982,573.640692641983,255.043270438516,139399,0.54,0.823,FALSE,3,0.823262131280069,-1.037261694671,0.0148192244216564,-0.765251321034357,-0.421461480437659,-0.29293495711688
"ZKXlEAy41623181228263","TRUE",35,"Male","Canada","White","High school degree or equivalent (A levels)",5,32,"No",300,8,"Tank",2600,2600,"Team","VOD reviewing,YouTube video","Casual","No",370.959420288589,445.213378388183,0.200167333779603,658.184591688485,436.771953779766,436.418722407263,137327,0.81,1.371,FALSE,3,-0.221226732534692,2.27128230874351,-0.659455486763711,-0.765251321034357,-0.62405074839501,-0.29293495711688
"ZQYUQSvI1627691868284","TRUE",22,"Male","United States","White","Bachelor's degree",6,18,"No",1260,2,"Support",2990,2870,"Solo queue","YouTube video","Casual","No",416.591428570875,501.978260868917,0.204965408412178,304.277069678304,492.373777778414,104.037083574785,139362,0.64,0.858,FALSE,4,0.179358485121537,-0.258780752691116,0.0148192244216564,0.548670758477463,0.179609157551509,-1.20951081147686
